"tipo","etiqueta","x","y"
"muerte","302",13.90569,14.60172
"muerte","303",13.70339,11.11278
"muerte","304",13.28895,9.631591
"muerte","305",15.6604,12.3693
"muerte","306",15.46487,11.2269
"muerte","307",10.99125,11.19733
"muerte","308",15.50104,11.11599
"muerte","309",11.70601,9.637946
"muerte","310",12.35546,11.44285
"muerte","311",11.12872,11.52963
"muerte","312",9.595812,10.9393
"muerte","313",8.325407,7.166975
"muerte","314",14.00061,13.33951
"muerte","315",13.24529,12.99792
"muerte","316",15.28504,9.337882
"muerte","317",15.4973,11.24314
"muerte","318",15.38694,7.330029
"muerte","319",16.05814,14.31984
"muerte","320",12.3847,13.69473
"muerte","321",12.18887,11.78904
"muerte","322",15.12332,11.68831
"muerte","323",13.95376,12.86237
"muerte","324",9.618408,10.91289
"muerte","325",16.29265,14.33811
"muerte","326",12.64394,10.64805
"muerte","327",10.49377,12.87479
"muerte","328",13.97831,12.83293
"muerte","329",15.52151,11.26509
"muerte","330",10.96399,11.18275
"muerte","331",13.29801,12.91595
"muerte","332",13.91508,13.56587
"muerte","333",13.31653,9.643641
"muerte","334",12.74707,10.7125
"muerte","335",15.44155,11.208
"muerte","336",15.69372,13.87902
"muerte","337",13.83759,11.05554
"muerte","338",11.67728,10.47627
"muerte","339",16.07268,14.29056
"muerte","340",12.59532,10.98533
"muerte","341",15.35726,11.29407
"muerte","342",16.284,14.36028
"muerte","343",12.50162,12.06644
"muerte","344",15.65,12.90427
"muerte","345",11.54975,12.56442
"muerte","346",14.21522,12.068
"muerte","347",16.25294,10.09349
"muerte","348",13.62379,11.20419
"muerte","349",12.61527,10.3553
"muerte","350",11.65745,11.17163
"muerte","351",8.771104,10.94251
"muerte","352",10.9025,14.69996
"muerte","353",11.61652,11.05411
"muerte","354",13.03883,11.24061
"muerte","355",13.70734,11.29599
"muerte","356",11.06231,11.75703
"muerte","357",14.57227,12.29128
"muerte","358",10.43663,11.56376
"muerte","359",13.1377,12.28358
"muerte","360",11.87974,14.16151
"muerte","361",13.33869,10.33806
"muerte","362",9.854939,12.17599
"muerte","363",12.74439,12.84671
"muerte","364",9.285564,10.63081
"muerte","365",11.59055,9.53944
"muerte","366",13.1202,12.3159
"muerte","367",11.40942,10.99734
"muerte","368",13.63869,11.5084
"muerte","369",11.76579,13.61152
"muerte","370",16.26833,14.38156
"muerte","371",8.73591,12.05172
"muerte","372",15.74913,12.16057
"muerte","373",12.18563,11.40151
"muerte","374",14.78633,14.09387
"muerte","375",13.45084,8.860812
"muerte","376",15.73667,12.94093
"muerte","377",11.91194,14.17201
"muerte","378",12.5272,12.7851
"muerte","379",14.3738,13.07674
"muerte","380",12.21672,14.14109
"muerte","381",15.28043,11.42152
"muerte","382",11.53864,10.75491
"muerte","383",9.046618,11.20749
"muerte","384",10.75256,8.843783
"muerte","385",14.9461,10.10509
"muerte","386",13.22677,11.90959
"muerte","387",13.41574,8.835455
"muerte","388",14.35785,12.03667
"muerte","389",12.20415,11.37017
"muerte","390",12.00341,14.56914
"muerte","391",13.58721,11.60537
"muerte","392",8.757473,12.02333
"muerte","393",13.38881,10.9706
"muerte","394",12.57046,12.79843
"muerte","395",15.56334,14.17455
"muerte","396",12.52108,12.03208
"muerte","397",12.40901,11.34986
"muerte","398",12.36903,11.4156
"muerte","399",13.44909,12.60106
"muerte","400",12.03297,11.36891
"muerte","401",9.944605,11.83905
"muerte","402",12.14346,13.6315
"muerte","403",14.40612,13.09598
"muerte","404",15.70642,12.9274
"muerte","405",13.75891,11.14193
"muerte","406",11.44538,10.93066
"muerte","407",13.7965,14.16886
"muerte","408",15.57711,11.30424
"muerte","409",14.99393,10.24519
"muerte","410",14.1129,13.12017
"muerte","411",13.17422,9.835811
"muerte","412",13.26078,12.96562
"muerte","413",10.93261,12.03151
"muerte","414",12.14729,9.951969
"muerte","415",13.95731,13.88316
"muerte","416",11.26415,10.80238
"muerte","417",13.42597,12.96798
"muerte","418",13.51533,12.48783
"muerte","419",14.7689,11.9578
"muerte","420",12.9731,10.95023
"muerte","421",12.42551,11.31754
"muerte","422",12.34805,14.77593
"muerte","423",13.10475,12.3512
"muerte","424",14.77894,13.19966
"muerte","425",9.813148,12.50214
"muerte","426",14.14413,10.57392
"muerte","427",12.03469,14.58466
"muerte","428",16.09884,14.23706
"muerte","429",12.68321,11.28437
"muerte","430",14.69502,10.12684
"muerte","431",8.840331,12.13417
"muerte","432",10.54701,12.32713
"muerte","433",12.24902,14.15759
"muerte","434",11.73556,13.59899
"muerte","435",8.280715,11.56829
"muerte","436",12.38503,13.21802
"muerte","437",16.73377,8.447514
"muerte","438",15.72296,7.17813
"muerte","439",16.08321,14.26035
"muerte","440",14.27252,10.4667
"muerte","441",9.736776,12.35915
"muerte","442",13.28041,12.94127
"muerte","443",16.06733,9.970328
"muerte","444",14.35376,10.35223
"muerte","445",13.40536,10.94129
"muerte","446",14.51969,9.029811
"muerte","447",14.57164,11.38928
"muerte","448",13.71177,13.9442
"muerte","449",16.23636,14.1988
"muerte","450",16.25586,14.41581
"muerte","451",12.80755,14.28284
"muerte","452",13.3605,11.94751
"muerte","453",11.17751,8.616005
"muerte","454",11.64155,12.17337
"muerte","455",14.73854,11.93963
"muerte","456",9.423313,10.79384
"muerte","457",9.466473,10.73907
"muerte","458",15.71121,11.60836
"muerte","459",14.26207,12.49088
"muerte","460",14.18834,13.43268
"muerte","461",11.48419,10.41928
"muerte","462",15.02863,10.36174
"muerte","463",13.08718,12.37853
"muerte","464",10.95782,12.04313
"muerte","465",11.939,14.17458
"muerte","466",13.48189,8.887023
"muerte","467",14.06296,13.09025
"muerte","468",10.94726,16.4859
"muerte","469",14.20514,9.438095
"muerte","470",10.38407,11.159
"muerte","471",15.60473,11.31529
"muerte","472",11.27275,11.46122
"muerte","473",13.02248,9.609664
"muerte","474",13.57891,13.14179
"muerte","475",11.07647,11.64163
"muerte","476",14.5969,11.4039
"muerte","477",15.24637,8.629816
"muerte","478",13.36475,10.36409
"muerte","479",16.14358,10.90531
"muerte","480",14.299,10.43223
"muerte","481",16.41171,14.39729
"muerte","482",12.59053,14.97835
"muerte","483",13.25468,10.81906
"muerte","484",10.99315,12.06159
"muerte","485",10.10162,10.64977
"muerte","486",15.62137,12.55621
"muerte","487",14.21592,13.44473
"muerte","488",13.36865,12.51622
"muerte","489",10.77831,11.64841
"muerte","490",13.17832,10.61175
"muerte","491",13.80602,12.6384
"muerte","492",11.42396,10.96806
"muerte","493",12.91849,9.794238
"muerte","494",13.60765,11.07225
"muerte","495",13.33782,14.33142
"muerte","496",12.16919,11.43683
"muerte","497",14.36735,10.32597
"muerte","498",8.863929,12.10775
"muerte","499",15.54189,14.20994
"muerte","500",14.3156,10.40692
"muerte","501",10.02774,11.28289
"muerte","502",13.20859,14.26238
"muerte","503",10.48503,12.45631
"muerte","504",9.53302,10.64486
"muerte","505",10.43369,11.19426
"muerte","506",10.92631,14.62447
"muerte","507",13.3186,11.02381
"muerte","508",12.6148,10.95197
"muerte","509",13.08049,14.20134
"muerte","510",11.64594,10.45675
"muerte","511",13.56385,10.07179
"muerte","512",13.37551,13.06693
"muerte","513",13.7367,11.13027
"muerte","514",10.68826,12.45906
"muerte","515",12.18764,14.13755
"muerte","516",13.96921,13.32231
"muerte","517",14.77023,9.210511
"muerte","518",15.08261,10.12219
"muerte","519",16.23659,9.914474
"muerte","520",15.31356,11.4458
"muerte","521",12.54972,11.07519
"muerte","522",14.65652,11.439
"muerte","523",12.53218,11.10452
"muerte","524",10.91304,14.67075
"muerte","525",15.67918,12.91381
"muerte","526",11.65278,12.62286
"muerte","527",9.501461,11.54471
"muerte","528",13.26943,14.79979
"muerte","529",13.61611,15.32844
"muerte","530",13.43057,10.2633
"muerte","531",13.48013,12.53947
"muerte","532",11.07184,11.10491
"muerte","533",12.92878,10.93291
"muerte","534",12.84456,16.01885
"muerte","535",15.31608,9.794086
"muerte","536",12.78222,11.34187
"muerte","537",9.207745,11.08172
"muerte","538",14.37433,12.00336
"muerte","539",15.58141,10.92052
"muerte","540",10.40739,11.17765
"muerte","541",12.98045,10.66068
"muerte","542",13.24918,11.87218
"muerte","543",10.96288,9.745629
"muerte","544",13.51754,11.0086
"muerte","545",9.582069,10.58299
"muerte","546",14.53736,10.6277
"muerte","547",12.51176,11.1419
"muerte","548",10.71447,12.47066
"muerte","549",13.3154,12.87661
"muerte","550",9.378991,10.9628
"muerte","551",13.37906,11.91917
"muerte","552",13.52166,11.13973
"muerte","553",13.49601,11.03899
"muerte","554",13.63715,9.099265
"muerte","555",14.26445,15.6235
"muerte","556",9.556584,10.61644
"muerte","557",14.07245,15.51041
"muerte","558",12.94471,13.7879
"muerte","559",15.41332,13.8084
"muerte","560",13.78938,12.6617
"muerte","561",11.41806,9.855504
"muerte","562",12.39045,11.3782
"muerte","563",12.74481,11.31843
"muerte","564",13.58522,11.48222
"muerte","565",14.08854,13.10222
"muerte","566",15.06661,10.14866
"muerte","567",15.27804,13.55018
"muerte","568",14.67613,10.15019
"muerte","569",13.37922,12.48901
"muerte","570",12.27691,11.91081
"muerte","571",14.33308,10.37359
"muerte","572",12.42151,11.56698
"muerte","573",12.06085,10.30288
"muerte","574",12.43804,11.53667
"muerte","575",15.05064,10.17412
"muerte","576",17.27166,11.6338
"muerte","577",12.4261,11.91442
"muerte","578",15.01817,12.51581
"bomba","Oxford Market",8.6512012,17.8915997
"bomba","Castle St E",10.9847803,18.5178509
"bomba","Oxford St #1",13.37819,17.3945408
"bomba","Oxford St #2",14.8798304,17.8099194
"bomba","Gt Marlborough",8.694768,14.9054699
"bomba","Crown Chapel",8.8644161,12.75354
"bomba","Broad St",12.5713596,11.72717
"bomba","Warwick",10.6609697,7.428647
"bomba","Briddle St",13.5214596,7.95825
"bomba","So Soho",16.4348907,9.2521296
"bomba","Dean St",18.9143906,9.7378187
"bomba","Coventry St",16.0051098,5.0468378
"bomba","Vigo St",8.9994402,5.1010232
