"patron","x","y"
"p01",0.0700290639477776,0.752339972363908
"p01",0.357633507387387,0.333251769465235
"p01",0.370499301505633,0.314037895847478
"p01",0.388927811465459,0.305471923774652
"p01",0.368872424217466,0.319904273748809
"p01",0.344304385051941,0.284029017385213
"p01",0.360443288404428,0.298475795719148
"p01",0.36268872202108,0.305515562436287
"p01",0.371661444602625,0.277367873664143
"p01",0.361795258634934,0.28026079313562
"p01",0.3379250686796,0.311957574047157
"p01",0.378084569264112,0.309556598974225
"p01",0.358073628822091,0.307491357981267
"p01",0.563627219642992,0.966132381625525
"p01",0.554048015004076,0.984246741889461
"p01",0.596716942956457,0.994022720041341
"p01",0.360148393386881,0.351404443501982
"p01",0.324058426126045,0.348083901985406
"p01",0.351284796069706,0.334714474137092
"p01",0.347802407585161,0.318379960261665
"p01",0.36682085751416,0.318825698407892
"p01",0.371034704675869,0.334814524678162
"p01",0.454233669532391,0.0568072468962103
"p01",0.474936409456378,0.0436832183212214
"p01",0.506442572990535,0.0296685397598085
"p01",0.490081975703294,0.040942022584038
"p01",0.483514655402483,0.0571250299085747
"p01",0.478771114971245,0.0760358344428011
"p01",0.264037574574313,0.19477980253334
"p01",0.269964571600491,0.195351499720126
"p01",0.279455783704177,0.198917249671507
"p01",0.283780296398606,0.185423446816488
"p01",0.269439509373272,0.199312632385306
"p01",0.252432640946574,0.218347229222907
"p01",0.273149485582565,0.197247772150442
"p01",0.994625339610007,0.69876368459643
"p01",0.973938710529878,0.687014521086576
"p01",0.995800187041175,0.679752580726719
"p01",0.236741100174063,0.928309140338688
"p01",0.236618223476914,0.9091428274605
"p01",0.24909437385034,0.885220044904637
"p01",0.22151553757512,0.928508236926404
"p01",0.212722026527663,0.924723621946168
"p01",0.245532528646528,0.918210826762614
"p01",0.224837075058408,0.923652939492872
"p01",0.992978325575408,0.0268845159540525
"p01",0.167993020950515,0.990342973639078
"p01",0.176490485058937,0.972446425202931
"p01",0.166429918652445,0.993428340874023
"p01",0.204228524917454,0.985849742654569
"p01",0.166743916833476,0.990642275975467
"p01",0.171308980861798,0.959791613943128
"p01",0.154480282782223,0.983822494666761
"p01",0.17160293158898,0.97433182016816
"p01",0.996545155321375,0.454466036393469
"p01",0.635604187078387,0.615340866669445
"p01",0.626965819567499,0.567975872073528
"p01",0.614247437959387,0.590637959194713
"p01",0.647776985536632,0.618034440555565
"p01",0.835123917849183,0.0141416626884579
"p01",0.844032222810676,0.00650266138470301
"p01",0.863151056450559,0.0305576720992041
"p01",0.97780266755188,0.388596064552232
"p01",0.948526121204787,0.394911643457204
"p01",0.95315300912193,0.371913429318072
"p01",0.946472406350975,0.399740886683656
"p01",0.959464694202449,0.395604661562089
"p01",0.952853394171082,0.383531646381443
"p01",0.952940411400978,0.422582150745229
"p01",0.936359556866596,0.384410309578386
"p01",0.793478392239143,0.669434263853345
"p01",0.810617985015079,0.650562304022978
"p01",0.815536777655927,0.653054718881091
"p01",0.793789622452978,0.639933656644269
"p01",0.820486255264426,0.66560698228997
"p01",0.818435630139265,0.639976079326102
"p01",0.830115872516063,0.680086412811064
"p01",0.683834839084093,0.0437937472882449
"p01",0.652326437616747,0.00959225129608393
"p01",0.674963594630802,0.0571793018780178
"p01",0.667414204504861,0.0500937395122983
"p01",0.665188479812307,0.0477792995838445
"p01",0.644818794712416,0.0271922740956962
"p01",0.634255488248369,0.04459854837472
"p01",0.660045758183338,0.0206866016266768
"p01",0.65758869114287,0.0320490793918196
"p01",0.652064741600112,0.0490477787355942
"p01",0.665841293942276,0.0234878745387748
"p01",0.64477070903607,0.0145978649503925
"p01",0.996770858905623,0.642141805558199
"p01",0.989804539027707,0.670973032209146
"p01",0.992135330999613,0.691948820298577
"p01",0.841654518742939,0.615045777127834
"p01",0.849525312727149,0.602602927609162
"p01",0.845531414907646,0.576165229490592
"p01",0.849788794468914,0.586070968123371
"p01",0.852870634656502,0.61129299774626
"p01",0.836875797226163,0.595981395467364
"p01",0.840229977497608,0.578664086961166
"p01",0.814273049687104,0.614925595774283
"p01",0.824176904099313,0.602644780644996
"p01",0.847712181088276,0.585500783080905
"p01",0.844378050758442,0.577735681681965
"p01",0.799456040661959,0.622959526250278
"p01",0.0651249442429568,0.0231546061827697
"p01",0.091917383501506,0.0230384683294684
"p01",0.0879530140500526,0.0350714778419148
"p01",0.0754539923203694,0.0452193689085786
"p01",0.0749621475762722,0.061394764239839
"p01",0.0897842806280295,0.0263355907437409
"p01",0.0795385408979088,0.0333963445052533
"p02",0.285628056049056,0.472218622450443
"p02",0.24629363194419,0.452480668418879
"p02",0.242917953800014,0.448738716718754
"p02",0.312827977855594,0.472673286106411
"p02",0.283203531175188,0.457914646015662
"p02",0.272561432923385,0.486426224726831
"p02",0.243054106226012,0.480577019930038
"p02",0.268230618101325,0.498930630645682
"p02",0.297753452660808,0.440234547592928
"p02",0.289628596255292,0.485809990461655
"p02",0.728382091292806,0.917623122372314
"p02",0.699704359481193,0.9187327270293
"p02",0.727116734750499,0.917464695225938
"p02",0.767252717189467,0.869182341220698
"p02",0.762882680173765,0.960549991253178
"p02",0.630891028206148,0.803164087728419
"p02",0.624799134471738,0.809113110989323
"p02",0.604579234583386,0.82585140774165
"p02",0.607088702870704,0.805432009647436
"p02",0.63980511264523,0.874772415545306
"p02",0.628545731424743,0.82391830514567
"p02",0.623778242751046,0.841024606665262
"p02",0.600771285243143,0.827411299188869
"p02",0.588979404337816,0.834907342785004
"p02",0.544826131862193,0.799867731698125
"p02",0.98743121462358,0.182548497384662
"p02",0.975062007102228,0.16295799624815
"p02",0.980577359733725,0.16820954411519
"p02",0.943981161464721,0.163623523723259
"p02",0.9816906114445,0.152917684330591
"p02",0.902540491642576,0.156833434865834
"p02",0.00854265075955951,0.198147492475169
"p02",0.0536245290345772,0.205052318414801
"p02",0.0155653292217677,0.22231359260421
"p02",0.0172376439630178,0.227715186895618
"p02",0.974489922680612,0.559661869176872
"p02",0.958624510001366,0.535159556881937
"p02",0.943510149149919,0.490185122848792
"p02",0.976437637660071,0.433349501082193
"p02",0.973394694607504,0.478155963093375
"p02",0.999608712640748,0.515363656219786
"p02",0.996558125738074,0.482045060246451
"p02",0.801881518065924,0.366346231114017
"p02",0.763450938335394,0.379690882626194
"p02",0.774277798601481,0.318392507888697
"p02",0.757171364126937,0.339982886669613
"p02",0.752346191130405,0.356741264453707
"p02",0.00452304862247194,0.890015577663684
"p02",0.0277157329990377,0.95260996290332
"p02",0.0627717724053694,0.912768485711452
"p02",0.00455305335650807,0.882996453707504
"p02",0.0548943264396948,0.871277907422625
"p02",0.0551678178204251,0.860364105909916
"p02",0.0206600315525705,0.85562331842225
"p02",0.452500326963932,0.694468431299384
"p02",0.441543364311546,0.707172629471296
"p02",0.456507188976844,0.715735871494121
"p02",0.445289777299766,0.670282352135899
"p02",0.534571413839744,0.778414663454744
"p02",0.538005398011728,0.775082957359427
"p02",0.5497608921923,0.738878279417637
"p02",0.544836420102424,0.806983164884325
"p02",0.478511187022298,0.751558043914074
"p02",0.544163715791797,0.771411697921257
"p02",0.494454088943654,0.784000814173411
"p02",0.798732172628104,0.272539789124913
"p02",0.791718949631812,0.254939525518184
"p02",0.811425280384314,0.345006929751381
"p02",0.80445449354427,0.281696953176583
"p02",0.784825233795822,0.296383809132246
"p02",0.778266727899307,0.297026213093445
"p02",0.809363568159141,0.280516879288272
"p02",0.791587615403721,0.290615466758188
"p02",0.824267051395229,0.257714801248241
"p02",0.806117202996687,0.311461665282268
"p02",0.71839321476815,0.112116177173692
"p02",0.738406413980737,0.0602831245649841
"p02",0.705504541569189,0.0778562078192468
"p02",0.735708842758072,0.108888810330357
"p02",0.687740702611531,0.0649605062214839
"p02",0.779827445017828,0.153241317225346
"p02",0.750263478851054,0.107518332763802
"p02",0.718276314467706,0.110319471356269
"p02",0.691787269979663,0.100753640944297
"p02",0.245058788042263,0.214277070906951
"p02",0.242304169487722,0.241919090430332
"p02",0.29407537215311,0.249753592855333
"p02",0.296363382606787,0.230415913511763
"p02",0.229817393292375,0.233224240201074
"p02",0.207301592303509,0.258380193721506
"p02",0.241930664173453,0.220685189758913
"p02",0.242181886314421,0.24374691695204
"p02",0.159820212253102,0.435204774042177
"p02",0.151272165162002,0.46706397402493
"p02",0.156005718976443,0.407197915427616
"p02",0.41793508704594,0.202852949252808
"p02",0.363190197826491,0.203103099059204
"p02",0.399500033957335,0.177218437173969
"p02",0.316366004676074,0.170539011120404
"p02",0.377429452197763,0.182311211113097
"p02",0.936478078811706,0.627105942097828
"p02",0.981241168780347,0.641686178066353
"p02",0.990088355487458,0.630805237002862
"p02",0.996202691039021,0.617290126665192
"p02",0.440484654233668,0.233080118127791
"p02",0.382747365673982,0.19871282572832
"p02",0.450567700000887,0.232068284801465
"p02",0.468183997282622,0.200236166564366
"p02",0.433246024261083,0.206624163647796
"p02",0.471245664013909,0.202844865582357
"p02",0.442538046340243,0.223218654287476
"p02",0.390940304706394,0.250230641496521
"p02",0.426933725173174,0.182696258412884
"p02",0.418517762833908,0.215495908245277
"p03",0.758076380189228,0.388717342682707
"p03",0.750316751555294,0.401027564870231
"p03",0.730691212681311,0.380785947587441
"p03",0.73713527901039,0.388960054927614
"p03",0.671325232236772,0.395507853146862
"p03",0.764202804773658,0.369508256842941
"p03",0.727642778129742,0.356981172201869
"p03",0.730873747380933,0.429114366630396
"p03",0.713883302926983,0.449819915454763
"p03",0.725378250253613,0.340873417545921
"p03",0.717848820135383,0.37575460047922
"p03",0.716103185002099,0.356815844405926
"p03",0.721627509596676,0.389827627603701
"p03",0.731263659326491,0.379731043844615
"p03",0.743630968526067,0.381599366204318
"p03",0.742959680781666,0.450700288328675
"p03",0.441084813591091,0.527597981064082
"p03",0.422693202640572,0.475794373281422
"p03",0.43088297248602,0.498831091394205
"p03",0.397421537463949,0.46601606870105
"p03",0.417111956377005,0.500992725444019
"p03",0.395510917187127,0.476123463553055
"p03",0.404378659954498,0.486542674358318
"p03",0.54933654403659,0.51248973958858
"p03",0.520742321090218,0.545193342601115
"p03",0.541168722142061,0.568153475506545
"p03",0.479020605375991,0.533177922437895
"p03",0.540559602476895,0.569030232172483
"p03",0.521652208680947,0.568900219901402
"p03",0.522995328482938,0.564974659885647
"p03",0.498116476786733,0.539298801106337
"p03",0.516072593066424,0.570249591405858
"p03",0.531623878397543,0.551381060789803
"p03",0.714771463350841,0.552109835620118
"p03",0.721376879716751,0.52600163152796
"p03",0.681783066683051,0.53586418485783
"p03",0.678259820495532,0.522689071980333
"p03",0.746095542035934,0.497548411311871
"p03",0.712477469211753,0.543903401213706
"p03",0.707578680999657,0.539972430728382
"p03",0.746821389466733,0.407123861353011
"p03",0.730606343550559,0.448405606104958
"p03",0.680065077530046,0.462112843011994
"p03",0.774443375348885,0.430400795063073
"p03",0.724289400676788,0.437343879317379
"p03",0.733519384193836,0.440576513026068
"p03",0.739614359832995,0.400091909901259
"p03",0.742046434362634,0.432946549743576
"p03",0.759155613676483,0.44329413370702
"p03",0.75124918953042,0.433227970244123
"p03",0.725468655744753,0.423157003294268
"p03",0.702266646784641,0.445710591113771
"p03",0.729752482695602,0.460331434050824
"p03",0.78810820686124,0.186418345457445
"p03",0.755962088139724,0.220883783583213
"p03",0.793259627882328,0.243409789368713
"p03",0.811258017024725,0.22146024053377
"p03",0.796914762958563,0.184432043921195
"p03",0.812741842256126,0.265876853062476
"p03",0.808451734997008,0.235533818493854
"p03",0.784129666145381,0.169136878241787
"p03",0.795748132963775,0.169084337791762
"p03",0.803062844596646,0.177492739813252
"p03",0.779047866340692,0.193087968755952
"p03",0.822365208597732,0.22921035352252
"p03",0.809891809539918,0.252425746570129
"p03",0.501676012321278,0.713268711376
"p03",0.411461179838134,0.764386088054422
"p03",0.447519507111572,0.743291804552125
"p03",0.432892544142049,0.759409051849628
"p03",0.41602004471536,0.774701885030608
"p03",0.448123578625792,0.761600717504999
"p03",0.443294650494427,0.739024259855707
"p03",0.416539439740995,0.721127899703342
"p03",0.435188756851322,0.735900386766766
"p03",0.460385909985048,0.743077917336208
"p03",0.417269666866569,0.763665854450934
"p03",0.483376128142411,0.748549042140619
"p03",0.400636877776277,0.757066573630057
"p03",0.162625096909394,0.168630615494409
"p03",0.201564179141915,0.131921691589485
"p03",0.127147755643203,0.127338745969109
"p03",0.175382905039936,0.129502922067007
"p03",0.119283589188717,0.15743814028258
"p03",0.195448418236294,0.153774179149282
"p03",0.201973622095979,0.11481077006318
"p03",0.193074064602868,0.153161120259948
"p03",0.1450275310779,0.597491142051034
"p03",0.125294244560929,0.633903327056208
"p03",0.0711272801046068,0.61971994831719
"p03",0.123592554266739,0.607271810616308
"p03",0.0912576160959693,0.578000318333147
"p03",0.132023455947769,0.583675409651854
"p03",0.167742703206487,0.551265615384916
"p03",0.1119468118128,0.617087556211352
"p03",0.135299340674113,0.637629162538106
"p03",0.126177372543599,0.615740811817739
"p03",0.119913125238448,0.638515227745877
"p03",0.126578828232003,0.625203637937823
"p03",0.134269005141325,0.492627466893454
"p03",0.171031222029324,0.557439195710334
"p03",0.16498845212163,0.51391659188351
"p03",0.113939774224671,0.506182983154283
"p03",0.160376565992779,0.500603626893124
"p03",0.17831930693816,0.476679132226649
"p03",0.14415562100366,0.515485342263158
"p03",0.160290779124883,0.488210096032403
"p03",0.176280569993088,0.469535033290635
"p03",0.144519194194395,0.474156085935695
"p03",0.140599645875138,0.464865970408937
"p03",0.173860683334793,0.530153763163456
"p03",0.156633219308295,0.530780495748243
"p03",0.979148278061426,0.00577731081054755
"p03",0.948812163405465,0.010306107899653
"p03",0.932908373332436,0.0509604208675231
"p03",0.994995825827203,0.054540807766836
"p03",0.995910496287221,0.0181863511319147
"p03",0.987210521229846,0.010370377784319
"p03",0.983479886712356,0.0497535103132599
"p03",0.893726035704126,0.837117005745699
"p03",0.88593512566167,0.867238863946823
"p03",0.886757591926229,0.856202535764484
"p03",0.911944520357711,0.861072214778479
"p03",0.892120692472413,0.887691717226667
"p03",0.896075594602338,0.84517378416539
"p03",0.906718355672101,0.86558060498017
"p03",0.278781591219868,0.315834326293177
"p03",0.360041948199267,0.385756041997683
"p03",0.30163649436802,0.316567468461777
"p03",0.317949627378143,0.334566679620471
"p03",0.307277798910325,0.32789325043145
"p03",0.315433419882676,0.366031474813219
"p03",0.323896486885947,0.31242288284677
"p03",0.304787534204121,0.361567850114383
"p03",0.276177847688211,0.356373647287554
"p03",0.318261789351205,0.329729395688313
"p03",0.284106933189157,0.333316067006261
"p03",0.325322544638841,0.308133384361641
"p03",0.321284813040976,0.340437225084271
"p03",0.864000817060507,0.558140307216812
"p03",0.854725216553982,0.551268777464449
"p03",0.860756054049065,0.522822429454295
"p03",0.889739159829954,0.501556458867535
"p03",0.918680531964791,0.470594036019532
"p03",0.873682716638668,0.545315945042483
"p03",0.889016200717677,0.499722981563114
"p03",0.910544732004168,0.542220879221756
"p03",0.869281981092503,0.546664168862135
"p03",0.867075890995914,0.550765311897078
"p03",0.00142892546034268,0.949302734322657
"p03",0.0409604218570981,0.410261746566964
"p03",0.0786198089154385,0.429021374270716
"p03",0.0512183054775067,0.427739377684626
"p03",0.0626563821829949,0.420039968168823
"p03",0.0784427067902312,0.39542912451707
"p03",0.0140570352165834,0.391441342977404
"p03",0.0574280720322694,0.427192547474655
"p03",0.0608268000364873,0.442052732664236
"p03",0.0994570515040531,0.412864907595066
"p03",0.0495761075964811,0.45433703737778
"p03",0.0709312624017943,0.450481991257862
"p03",0.452772096795873,0.679475417888507
"p03",0.40336254922599,0.618840824470153
"p03",0.438542778294673,0.631363245650951
"p03",0.431380143894085,0.631591299255469
"p03",0.383219652763545,0.644172007922566
"p03",0.440076065376828,0.668412658036518
"p03",0.430686160454881,0.641842194587292
"p03",0.407994663004521,0.61224960185304
"p03",0.430806528343947,0.636089189978051
"p03",0.434928553761857,0.63518787874498
"p03",0.412856972852828,0.682837091496992
"p03",0.375355255622115,0.659339590265781
"p03",0.399232893211752,0.674542199606077
"p03",0.417239987627818,0.653620882511873
"p03",0.435980484223766,0.675531635830728
"p03",0.0647718281991781,0.391322913488535
"p03",0.0808915121466851,0.361858076217709
"p03",0.0954442181918912,0.362932393562641
"p03",0.0799877479528819,0.378015943903522
"p03",0.0783655696400296,0.339387530569612
"p03",0.0533139661983037,0.364347382143762
"p03",0.0386503362742888,0.372327394325352
"p03",0.0686923958836333,0.381985983756871
"p03",0.0994565074251646,0.386816786951186
"p03",0.0252880626789846,0.422250399488715
"p03",0.0686143941261806,0.40815175922504
"p03",0.451990352715489,0.535823887117685
"p03",0.418444707174294,0.546219751240895
"p03",0.392908234795895,0.511164838355529
"p03",0.387703980279746,0.434872048244814
"p03",0.407733577604939,0.498000854815647
"p03",0.382449786765397,0.508018081447934
"p03",0.43279624099311,0.531493695137347
"p03",0.393589850124367,0.473350123947082
"p03",0.417044711206032,0.509440025711473
"p03",0.963454536667288,0.17618640742368
"p03",0.924531562799494,0.190346517099491
"p03",0.947915307802242,0.16696316971301
"p03",0.980283012106311,0.210277531232648
"p03",0.955434063881818,0.163185012194047
"p03",0.932775419297201,0.189852258198527
"p03",0.952981586665132,0.241603409906982
"p03",0.980294624450167,0.183244294459046
"p03",0.917037531341289,0.136254088506233
"p03",0.85146581314368,0.752573411649901
"p03",0.777417911793475,0.681384085446369
"p03",0.777426259486432,0.707954556465927
"p03",0.783742629450213,0.737834239108976
"p03",0.772190673848679,0.728879870353379
"p03",0.840695857107435,0.752308497906715
"p03",0.792232686234431,0.743017854974305
"p03",0.780145827798717,0.734119691975696
"p03",0.839767083167153,0.724141913566061
"p03",0.806419083966643,0.701923909329604
"p03",0.980437487428359,0.100958769393244
"p03",0.922162574620932,0.100942778546235
"p03",0.949877006766929,0.119581224399913
"p03",0.932672228438679,0.122451716387598
"p03",0.9167472960189,0.112603102536709
"p03",0.988157551522974,0.0876033735294913
"p03",0.913190003077274,0.108375151735267
"p03",0.321372665666022,0.015388729254038
"p03",0.231968746867653,0.0564597725794556
"p03",0.295111089745095,0.0310664168857633
"p03",0.323465825080577,0.00258289839408554
"p03",0.320469894558886,0.0215556711130379
"p03",0.290639643364691,0.0907488100487954
"p03",0.332458181900039,0.0215435288640727
"p03",0.302077056006211,0.0558196589002054
"p03",0.314934916808588,0.0312714163007238
"p03",0.342259456983251,0.0515572389162205
"p03",0.274938108474303,0.0520124590838941
"p03",0.624023692095993,0.789036185235192
"p03",0.65947132224774,0.81687423572941
"p03",0.656524332088733,0.782899797342059
"p03",0.641035553607776,0.786905144312894
"p03",0.612382004550692,0.834199631166778
"p03",0.624326925140475,0.821497170751132
"p03",0.6214256117297,0.777654414929545
"p03",0.605469175286584,0.799797266740325
"p03",0.607969942566175,0.280028867441112
"p03",0.588563580615951,0.223379117557747
"p03",0.616158960022598,0.245013052215725
"p03",0.5873144035781,0.247275284695746
"p03",0.629063036881855,0.215707873026724
"p03",0.587311345770647,0.240913670968866
"p03",0.596248740372149,0.238902887807172
"p03",0.53148810817385,0.27438907560257
"p03",0.623939631372142,0.238278855544878
"p03",0.205955729529567,0.323107572822987
"p03",0.226954585941908,0.312521611370839
"p03",0.255884847611716,0.302831894971843
"p03",0.199779151697766,0.316617698991457
"p03",0.224504046568888,0.297452698103848
"p03",0.188639352086504,0.289376071143725
"p03",0.22464584041774,0.324081155155866
"p03",0.250512845307934,0.307632349177566
"p03",0.224249779447103,0.266403514111391
"p03",0.22441030365361,0.318905276012498
"p03",0.78915022325681,0.703550855738954
"p03",0.796596336024277,0.726451241447363
"p03",0.806209954622665,0.706780662751758
"p03",0.876960267374059,0.695400018361581
"p03",0.79800939605162,0.678701998464201
"p03",0.859963364797165,0.683243933587681
"p03",0.80356836541822,0.731823402878955
"p03",0.803987512881819,0.726732646421087
"p03",0.809279746928,0.762189191822632
"p03",0.845405605081499,0.729819972019336
"p03",0.826116400207353,0.746413471628805
"p03",0.830598080015193,0.696782738571203
"p03",0.797263673502916,0.698738441875028
"p03",0.763743802815753,0.729660759108256
"p03",0.819534783664905,0.652258378633538
"p03",0.778295993850942,0.737562775444261
"p03",0.834548420438795,0.74650854543967
"p03",0.755846586651608,0.712779408028789
"p04",0.0913799239638253,0.00839726140394531
"p04",0.098444006029138,0.0276353483214624
"p04",0.0400708985377957,0.00261274320280264
"p04",0.747793780194226,0.0739157224300365
"p04",0.733959948452173,0.0993494125699085
"p04",0.799426869510705,0.137079442585462
"p04",0.745917595533548,0.124543245191627
"p04",0.777694611843114,0.130452929855653
"p04",0.73661019721701,0.10518786269151
"p04",0.996663175623121,0.9287901608547
"p04",0.995553627035817,0.928496987988237
"p04",0.97090294814306,0.936902122170775
"p04",0.987573533500504,0.950923535977115
"p04",0.407817103592771,0.651076814986504
"p04",0.38484124472298,0.632903898162386
"p04",0.397093280802112,0.594406011019097
"p04",0.411212166742506,0.637590313646386
"p04",0.108431979026749,0.542606897004731
"p04",0.121755020081419,0.494137586086521
"p04",0.140247954473188,0.501906651681035
"p04",0.0815587352482107,0.469243117386037
"p04",0.133983100393451,0.500280306750315
"p04",0.138000250930092,0.498661046794712
"p04",0.660769915780024,0.923656650023837
"p04",0.66214121652252,0.964735356755454
"p04",0.56775367781561,0.972292717505767
"p04",0.648388234410227,0.971412051348663
"p04",0.60923067075073,0.987281314068716
"p04",0.645974364712659,0.96136741353669
"p04",0.643739694150392,0.927946719037119
"p04",0.565078073156606,0.874447122831716
"p04",0.569170377331183,0.886847221698034
"p04",0.535712196083729,0.916804912984852
"p04",0.570435982194344,0.857962006009138
"p04",0.521923791571687,0.897695004782964
"p04",0.540138271976355,0.897874151502522
"p04",0.510506693129974,0.926747248599091
"p04",0.0148823556923965,0.788565696506739
"p04",0.00943040702353964,0.830269386758879
"p04",0.00917180320186967,0.840009126396233
"p04",0.510587768092785,0.222818344042866
"p04",0.507195645083439,0.137120312217906
"p04",0.50606797140511,0.153026403023166
"p04",0.483035375095855,0.230710608724177
"p04",0.522861432515081,0.174719865506784
"p04",0.51094258871281,0.218902223091384
"p04",0.475469445818978,0.0283686005268538
"p04",0.997020529433582,0.786066292854833
"p04",0.493265928011315,0.0272028536004348
"p04",0.501802942665813,0.0632605066554992
"p04",0.545596617691362,0.0638898131981308
"p04",0.509801487159129,0.0329553357706193
"p04",0.507127192132783,0.0383351922312707
"p04",0.00565704418393026,0.410401580502742
"p04",0.0182167332809557,0.38244339232097
"p04",0.536640153107644,0.228285797332034
"p04",0.561776224382791,0.236115806217163
"p04",0.505452710473279,0.264979655503486
"p04",0.56681502518184,0.235900678846667
"p04",0.51152747141,0.257805719641021
"p04",0.577208349681312,0.233132125633449
"p04",0.581233619540944,0.276958809279988
"p04",0.497544372375502,0.264757567256754
"p04",0.564860112392362,0.263209783828285
"p04",0.585201438882139,0.282900757593464
"p04",0.409769742139005,0.71125548503017
"p04",0.392954325019362,0.744312439064295
"p04",0.377087789503912,0.73820731469889
"p04",0.979865292777539,0.344267612239089
"p04",0.987263911985996,0.313924689395305
"p04",0.977466184382779,0.319560143965359
"p04",0.949364427774146,0.335426544756955
"p04",0.015954906850261,0.529158506335776
"p04",0.0080415860096314,0.518872410025777
"p04",0.643014641408626,0.121717215708714
"p04",0.711017597669639,0.14294137703527
"p04",0.424818734055843,0.102025566275711
"p04",0.439756642264077,0.0207424681247645
"p04",0.445314753653141,0.0862461155437357
"p04",0.449617046296927,0.0501512461710066
"p04",0.73281139990537,0.742183392480133
"p04",0.720507607472186,0.765827261946481
"p04",0.726042640676144,0.740747383495372
"p04",0.716410488249632,0.762882793707979
"p04",0.737112348568588,0.708932827325394
"p04",0.684507252451634,0.721993073317508
"p04",0.697136061350543,0.759860618974151
"p04",0.672950505718359,0.739987554233471
"p05",0.25726071570048,0.172341107742682
"p05",0.223039760630895,0.200724065383673
"p05",0.280077041253342,0.187001691063965
"p05",0.303822429681845,0.225402927829019
"p05",0.251261721345844,0.156735026530301
"p05",0.253002238864486,0.124444134464666
"p05",0.247277862458123,0.126816068307231
"p05",0.207069513731324,0.214279757108172
"p05",0.238876115423637,0.143972335426634
"p05",0.222862779897402,0.240006478265723
"p05",0.2742621692216,0.166289783816732
"p05",0.293810808492575,0.217624901382807
"p05",0.270807312488038,0.166951609901581
"p05",0.283472002141182,0.236942584505937
"p05",0.214265281329103,0.214824325718426
"p05",0.037094491844279,0.0160178334027077
"p05",0.061429350021929,0.0642283091610152
"p05",0.0199353249040034,0.0752670663608386
"p05",0.0089201307090972,0.0535934041694252
"p05",0.010658214168722,0.0969970113682064
"p05",0.261366885035476,0.486581081742673
"p05",0.371356116744749,0.594396792945606
"p05",0.278874383747955,0.542590273258506
"p05",0.331968883854741,0.598212818318358
"p05",0.270862023763004,0.536285032159206
"p05",0.287685892373315,0.618282456516107
"p05",0.323868098247407,0.533128721889463
"p05",0.413831445796199,0.515048392050911
"p05",0.255171638248759,0.615456270543837
"p05",0.359692395471345,0.507520495902309
"p05",0.604618921829629,0.998926535144798
"p05",0.601628302051508,0.991982563516877
"p05",0.621656350387255,0.981373977864708
"p05",0.578138354025057,0.985711465650818
"p05",0.255159913884381,0.965069061749083
"p05",0.292037515126625,0.950248634916622
"p05",0.221442714238334,0.975590990430641
"p05",0.228348659690658,0.888423072726853
"p05",0.310036048929824,0.96475581844586
"p05",0.293518992600287,0.980244671692521
"p05",0.205803126723574,0.926030376122573
"p05",0.913229205506856,0.896269463332096
"p05",0.832903574192404,0.924614058284956
